Step, Time, RealTime, R(q[0]), R(q[1]), R(q[2]), R(q[3])
9290, 0, 72.982, 5.68453e-09, 1.18082e-09, 9.38477e-10, 2.51453e-09
9300, 0, 73.0434, 4.92166e-09, 1.13159e-09, 8.54622e-10, 2.32852e-09
9310, 0, 73.1105, 4.24211e-09, 1.10794e-09, 7.92057e-10, 2.18911e-09
9320, 0, 73.1813, 3.70798e-09, 1.10974e-09, 7.55885e-10, 2.1058e-09
9330, 0, 73.2432, 3.39474e-09, 1.13425e-09, 7.48396e-10, 2.08338e-09
9340, 0, 73.3105, 3.35744e-09, 1.17691e-09, 7.67459e-10, 2.11954e-09
9350, 0, 73.3707, 3.58389e-09, 1.23233e-09, 8.07224e-10, 2.20467e-09
9360, 0, 73.4322, 3.99856e-09, 1.29496e-09, 8.60451e-10, 2.32444e-09
9370, 0, 73.5103, 4.5129e-09, 1.35949e-09, 9.20473e-10, 2.46326e-09
9380, 0, 73.5795, 5.05782e-09, 1.42111e-09, 9.81978e-10, 2.60691e-09
9390, 0, 73.6592, 5.58741e-09, 1.4757e-09, 1.04098e-09, 2.74393e-09
9400, 0, 73.7478, 6.0731e-09, 1.52013e-09, 1.09454e-09, 2.8659e-09
9410, 0, 73.81, 6.49785e-09, 1.55233e-09, 1.1405e-09, 2.96721e-09
9420, 0, 73.8739, 6.85214e-09, 1.57131e-09, 1.17746e-09, 3.04449e-09
9430, 0, 73.9508, 7.13128e-09, 1.57688e-09, 1.20464e-09, 3.09607e-09
9440, 0, 74.0152, 7.3336e-09, 1.56938e-09, 1.22172e-09, 3.12148e-09
9450, 0, 74.0831, 7.45915e-09, 1.54943e-09, 1.22851e-09, 3.12101e-09
9460, 0, 74.1534, 7.50891e-09, 1.5178e-09, 1.22474e-09, 3.09546e-09
9470, 0, 74.2275, 7.48426e-09, 1.47532e-09, 1.20999e-09, 3.04594e-09
9480, 0, 74.294, 7.38681e-09, 1.423e-09, 1.18388e-09, 2.97371e-09
9490, 0, 74.3822, 7.21849e-09, 1.362e-09, 1.14635e-09, 2.88014e-09
9500, 0, 74.4778, 6.98189e-09, 1.29363e-09, 1.09805e-09, 2.76673e-09
9510, 0, 74.572, 6.68074e-09, 1.21936e-09, 1.04042e-09, 2.63531e-09
9520, 0, 74.6651, 6.32027e-09, 1.14077e-09, 9.75566e-10, 2.48823e-09
9530, 0, 74.7434, 5.9075e-09, 1.05976e-09, 9.05917e-10, 2.32862e-09
9540, 0, 74.8263, 5.45113e-09, 9.78607e-10, 8.33895e-10, 2.16052e-09
9550, 0, 74.9271, 4.96146e-09, 9.00159e-10, 7.6175e-10, 1.98896e-09
9560, 0, 75.028, 4.45027e-09, 8.27808e-10, 6.91606e-10, 1.81994e-09
9570, 0, 75.107, 3.93121e-09, 7.65313e-10, 6.25708e-10, 1.66039e-09
9580, 0, 75.201, 3.42098e-09, 7.16427e-10, 5.66743e-10, 1.51814e-09
9590, 0, 75.2844, 2.94167e-09, 6.84245e-10, 5.17947e-10, 1.40167e-09
9600, 0, 75.3618, 2.52417e-09, 6.70504e-10, 4.82745e-10, 1.31913e-09
9610, 0, 75.4564, 2.2106e-09, 6.74931e-10, 4.63799e-10, 1.27641e-09
9620, 0, 75.5268, 2.04723e-09, 6.95251e-10, 4.61876e-10, 1.27475e-09
9630, 0, 75.5992, 2.05888e-09, 7.27686e-10, 4.75394e-10, 1.30971e-09
9640, 0, 75.6888, 2.22486e-09, 7.67748e-10, 5.0101e-10, 1.37249e-09
9650, 0, 75.7827, 2.49307e-09, 8.10973e-10, 5.3474e-10, 1.45273e-09
9660, 0, 75.8629, 2.8119e-09, 8.53446e-10, 5.7279e-10, 1.54085e-09
9670, 0, 75.9492, 3.14424e-09, 8.92126e-10, 6.1188e-10, 1.62915e-09
9680, 0, 76.041, 3.46636e-09, 9.24984e-10, 6.4934e-10, 1.712e-09
9690, 0, 76.1083, 3.76357e-09, 9.50904e-10, 6.83154e-10, 1.78553e-09
9700, 0, 76.2011, 4.02675e-09, 9.69436e-10, 7.11964e-10, 1.84718e-09
9710, 0, 76.2961, 4.25022e-09, 9.80486e-10, 7.34957e-10, 1.89526e-09
9720, 0, 76.36, 4.43036e-09, 9.8409e-10, 7.51665e-10, 1.92873e-09
9730, 0, 76.4206, 4.56481e-09, 9.80302e-10, 7.61788e-10, 1.94693e-09
9740, 0, 76.507, 4.65198e-09, 9.69185e-10, 7.65081e-10, 1.9495e-09
9750, 0, 76.598, 4.69077e-09, 9.50866e-10, 7.61345e-10, 1.93629e-09
9760, 0, 76.6751, 4.68061e-09, 9.2562e-10, 7.50521e-10, 1.90737e-09
9770, 0, 76.7403, 4.62161e-09, 8.93904e-10, 7.32801e-10, 1.863e-09
9780, 0, 76.8052, 4.51486e-09, 8.56363e-10, 7.08707e-10, 1.80382e-09
9790, 0, 76.8854, 4.36268e-09, 8.13819e-10, 6.79064e-10, 1.73087e-09
9800, 0, 76.9767, 4.16871e-09, 7.67285e-10, 6.44867e-10, 1.64575e-09
9810, 0, 77.0568, 3.93782e-09, 7.17966e-10, 6.07141e-10, 1.55057e-09
9820, 0, 77.1234, 3.67579e-09, 6.67275e-10, 5.66846e-10, 1.44797e-09
9830, 0, 77.2152, 3.38904e-09, 6.16829e-10, 5.24875e-10, 1.34099e-09
9840, 0, 77.291, 3.08428e-09, 5.68414e-10, 4.82136e-10, 1.23292e-09
9850, 0, 77.391, 2.76853e-09, 5.2393e-10, 4.39681e-10, 1.12735e-09
9860, 0, 77.4577, 2.44939e-09, 4.85328e-10, 3.98793e-10, 1.02816e-09
9870, 0, 77.5194, 2.13581e-09, 4.54492e-10, 3.61023e-10, 9.39599e-10
9880, 0, 77.594, 1.83938e-09, 4.33031e-10, 3.28185e-10, 8.66187e-10
9890, 0, 77.6727, 1.57632e-09, 4.21888e-10, 3.02323e-10, 8.12279e-10
9900, 0, 77.7375, 1.36927e-09, 4.21017e-10, 2.85444e-10, 7.811e-10
9910, 0, 77.8025, 1.24552e-09, 4.29203e-10, 2.78934e-10, 7.73577e-10
9920, 0, 77.867, 1.22498e-09, 4.4434e-10, 2.82849e-10, 7.87755e-10
9930, 0, 77.9317, 1.30336e-09, 4.63943e-10, 2.95657e-10, 8.19334e-10
9940, 0, 77.9972, 1.45335e-09, 4.85674e-10, 3.14738e-10, 8.62954e-10
9950, 0, 78.0606, 1.643e-09, 5.07653e-10, 3.37223e-10, 9.13375e-10
9960, 0, 78.1239, 1.8474e-09, 5.28509e-10, 3.60662e-10, 9.66084e-10
9970, 0, 78.1872, 2.04979e-09, 5.47257e-10, 3.83267e-10, 1.01743e-09
9980, 0, 78.2556, 2.23932e-09, 5.63157e-10, 4.03895e-10, 1.06458e-09
9990, 0, 78.35, 2.40891e-09, 5.75604e-10, 4.21844e-10, 1.10536e-09
